method,sample_id,coverage_score,acceptance_completeness,dependency_capture_rate,rework_rate,time_to_ready_minutes,reviewer_edits_per_story,governance_block_rate
B0_manual,U00131,6.0066,5.7985,0.5382,0.2743,196.23,4.7102,0.0959
B0_manual,U00146,6.2876,6.0301,0.5507,0.2643,190.55,4.5351,0.0954
B0_manual,U00161,6.3346,6.0741,0.5583,0.2591,187.8,4.4567,0.0927
B0_manual,U00176,6.4417,6.1609,0.5616,0.2563,186.13,4.4034,0.0932
B0_manual,U00191,6.3615,6.0976,0.5608,0.2573,186.81,4.4279,0.092
B0_manual,U00206,6.3907,6.1268,0.5674,0.2529,184.48,4.3622,0.0895
B0_manual,U00221,6.3707,6.1028,0.5588,0.2585,187.43,4.4439,0.0932
B0_manual,U00236,6.4374,6.1597,0.5638,0.2549,185.42,4.3845,0.0921
B0_manual,U00251,6.225,5.9719,0.5412,0.2708,194.06,4.635,0.0987
B0_manual,U00266,6.5897,6.2891,0.5745,0.247,181.04,4.254,0.09
B0_manual,U00281,6.3121,6.063,0.5648,0.2551,185.75,4.4025,0.0892
B0_manual,U00296,6.4737,6.1932,0.5691,0.2512,183.45,4.3282,0.0903
B0_manual,U00311,6.3876,6.1223,0.5653,0.2543,185.19,4.3817,0.0904
B0_manual,U00326,6.314,6.0502,0.5503,0.2644,190.57,4.5335,0.0961
B0_manual,U00341,6.3018,6.0457,0.5555,0.2611,188.91,4.4892,0.0934
B0_manual,U00356,6.2163,5.9772,0.5536,0.2629,189.97,4.5245,0.0926
B0_manual,U00371,6.2118,5.9753,0.5552,0.262,189.48,4.5114,0.0918
B0_manual,U00386,6.1225,5.8962,0.5456,0.2687,193.15,4.618,0.0946
B0_manual,U00401,6.4114,6.1361,0.5604,0.2572,186.69,4.4209,0.0932
B0_manual,U00416,6.3423,6.0905,0.5689,0.2523,184.23,4.3591,0.0878
B0_manual,U00431,6.2622,6.0105,0.551,0.2643,190.61,4.5386,0.0948
B0_manual,U00446,6.4068,6.126,0.5537,0.2615,188.93,4.4821,0.0963
B0_manual,U00461,6.2374,5.999,0.559,0.2594,188.08,4.4714,0.0905
B0_manual,U00476,6.2482,6.0047,0.5563,0.261,188.92,4.4936,0.092
B0_manual,U00491,6.2833,6.0306,0.5547,0.2618,189.28,4.5007,0.0934
B0_manual,U00506,6.404,6.1263,0.5562,0.2599,188.1,4.4599,0.095
B0_manual,U00521,6.3785,6.0996,0.5493,0.2645,190.53,4.5278,0.0978
B0_manual,U00536,6.564,6.2703,0.5759,0.2463,180.74,4.2478,0.0888
B0_manual,U00551,6.0376,5.8217,0.5371,0.2747,196.42,4.7132,0.097
B0_manual,U00566,6.3371,6.0877,0.5703,0.2515,183.81,4.348,0.0871
B0_manual,U00581,6.2453,5.996,0.5496,0.2653,191.17,4.5548,0.0951
B0_manual,U00596,6.4936,6.2021,0.5623,0.2554,185.62,4.3858,0.0939
B0_manual,U00611,6.3084,6.0478,0.5522,0.2632,189.95,4.5171,0.0951
B0_manual,U00626,6.0709,5.852,0.5415,0.2717,194.77,4.6658,0.0955
B0_manual,U00641,6.2735,6.0241,0.5559,0.2611,188.9,4.4913,0.0926
B0_manual,U00656,6.5162,6.2233,0.5659,0.2529,184.29,4.3478,0.0926
B0_manual,U00671,6.3386,6.0814,0.5626,0.2564,186.35,4.4169,0.0907
B0_manual,U00686,6.3023,6.0512,0.5607,0.2578,187.17,4.442,0.0909
B0_manual,U00701,6.4907,6.2058,0.5684,0.2516,183.61,4.3313,0.091
B0_manual,U00716,6.2266,5.9756,0.5438,0.2691,193.2,4.6115,0.0975
B0_manual,U00731,6.274,6.0221,0.5534,0.2627,189.73,4.5138,0.0938
B0_manual,U00746,6.1598,5.9213,0.5416,0.271,194.28,4.6458,0.0972
B0_manual,U00761,6.4023,6.139,0.5706,0.2508,183.35,4.3308,0.0882
B0_manual,U00776,6.3196,6.0471,0.5426,0.2692,193.07,4.6013,0.0999
B0_manual,U00791,6.3139,6.0636,0.564,0.2556,186.0,4.4093,0.0896
B0_manual,U00806,6.3612,6.0994,0.5629,0.256,186.13,4.4094,0.091
B0_manual,U00821,6.4622,6.1781,0.5628,0.2553,185.61,4.3878,0.093
B0_manual,U00836,6.407,6.1251,0.5527,0.2622,189.27,4.4915,0.0968
B0_manual,U00851,6.3475,6.0819,0.556,0.2605,188.5,4.4748,0.0941
B0_manual,U00866,6.2963,6.0444,0.5584,0.2593,187.95,4.4637,0.0919
B0_manual,U00881,6.2704,6.024,0.5583,0.2596,188.13,4.4705,0.0914
B0_manual,U00895,6.2547,6.0134,0.56,0.2587,187.67,4.4592,0.0904
B0_manual,U00909,6.4512,6.173,0.5664,0.2531,184.49,4.358,0.0911
B0_manual,U00923,6.5636,6.2663,0.5721,0.2487,182.0,4.282,0.0906
B0_manual,U00937,6.5018,6.2132,0.5671,0.2523,183.98,4.3406,0.0918
B0_manual,U00951,6.5101,6.2201,0.5675,0.252,183.8,4.3351,0.0918
B0_manual,U00965,6.4079,6.1362,0.5633,0.2554,185.74,4.3952,0.0917
B0_manual,U00979,6.4979,6.2147,0.5718,0.2494,182.45,4.2993,0.0895
B0_manual,U00993,6.3437,6.0773,0.5543,0.2616,189.06,4.4903,0.0948
B0_manual,U01007,6.2037,5.9741,0.5605,0.2587,187.78,4.4657,0.0891
B0_manual,U01021,6.5077,6.2154,0.5646,0.2539,184.78,4.3618,0.0931
B0_manual,U01035,6.5528,6.257,0.5711,0.2494,182.37,4.2928,0.0909
B0_manual,U01049,6.4563,6.1721,0.5614,0.2563,186.11,4.4019,0.0936
B0_manual,U01063,6.056,5.837,0.5381,0.274,195.98,4.6999,0.0969
B0_manual,U01077,6.4735,6.1927,0.5687,0.2515,183.61,4.3324,0.0905
B0_manual,U01091,6.2953,6.0329,0.5475,0.2663,191.59,4.5627,0.0971
B0_manual,U01105,6.3518,6.0867,0.5575,0.2595,187.96,4.4599,0.0934
B0_manual,U01119,6.1665,5.9247,0.5396,0.2722,194.9,4.6623,0.0983
B0_manual,U01133,6.5233,6.239,0.5763,0.2463,180.81,4.2526,0.0878
B0_manual,U01147,6.3253,6.0607,0.552,0.2632,189.94,4.5157,0.0955
B0_manual,U01161,6.1605,5.9277,0.5476,0.2672,192.29,4.5917,0.0944
B0_manual,U01175,6.2161,5.9686,0.5449,0.2685,192.86,4.6031,0.0967
B0_manual,U01189,6.3625,6.1065,0.5691,0.2521,184.06,4.3529,0.0881
B0_manual,U01203,6.2608,6.017,0.5588,0.2594,188.04,4.4685,0.091
B0_manual,U01217,6.3634,6.094,0.5556,0.2606,188.53,4.4743,0.0945
B0_manual,U01231,6.1237,5.9009,0.5495,0.2662,191.85,4.5823,0.0928
B0_manual,U01245,6.4264,6.1554,0.5682,0.2522,184.03,4.3473,0.0898
B0_manual,U01259,6.5331,6.2411,0.5706,0.2498,182.64,4.3017,0.0907
B0_manual,U01273,6.2115,5.9769,0.5571,0.2608,188.86,4.4945,0.0909
B0_manual,U01287,6.34,6.0677,0.5474,0.266,191.37,4.5534,0.098
B0_manual,U01301,6.2921,6.0374,0.5547,0.2617,189.23,4.4988,0.0936
B0_manual,U01315,6.1554,5.9202,0.5439,0.2696,193.53,4.6259,0.0961
B0_manual,U01329,6.2634,6.0179,0.5576,0.2601,188.41,4.4784,0.0916
B0_manual,U01343,6.4887,6.1972,0.5612,0.2561,185.99,4.3963,0.0943
B0_manual,U01357,6.5966,6.2951,0.5752,0.2465,180.78,4.2464,0.0898
B0_manual,U01371,6.358,6.1004,0.5665,0.2538,184.95,4.3775,0.0893
B0_manual,U01385,6.2779,6.0301,0.5586,0.2594,188.0,4.4664,0.0915
B0_manual,U01399,6.5209,6.228,0.5669,0.2523,183.92,4.3376,0.0922
B0_manual,U01413,6.6182,6.3151,0.5784,0.2443,179.6,4.2128,0.0887
B0_manual,U01427,6.3154,6.0586,0.5578,0.2596,188.08,4.4656,0.0926
B0_manual,U01441,6.5034,6.2181,0.5708,0.25,182.74,4.3067,0.0901
B0_manual,U01455,6.2248,5.9863,0.5561,0.2613,189.12,4.5006,0.0916
B0_manual,U01469,6.2458,5.9966,0.5499,0.2651,191.05,4.5517,0.095
B0_manual,U01483,6.4446,6.1669,0.5655,0.2538,184.83,4.3678,0.0914
B0_manual,U01497,6.4373,6.1687,0.573,0.249,182.35,4.301,0.0877
B0_manual,U01511,6.3682,6.1004,0.5583,0.2589,187.61,4.449,0.0934
B0_manual,U01525,6.4771,6.1948,0.5679,0.252,183.84,4.3384,0.0909
B0_manual,U01539,6.422,6.1425,0.5584,0.2584,187.28,4.4361,0.0943
B0_manual,U01553,6.5139,6.2264,0.571,0.2497,182.61,4.3025,0.0902
B0_manual,U01567,6.2696,6.0285,0.5635,0.2563,186.42,4.4238,0.089
B0_manual,U01581,6.3956,6.1288,0.5656,0.2541,185.05,4.3775,0.0904
B0_manual,U01595,6.2379,5.9843,0.5436,0.2692,193.2,4.6108,0.0978
B0_manual,U01609,6.3329,6.0705,0.5559,0.2607,188.6,4.4786,0.0938
B0_manual,U01623,6.2638,6.0071,0.5462,0.2673,192.19,4.5813,0.0971
B0_manual,U01637,6.3748,6.1137,0.5667,0.2535,184.8,4.3723,0.0895
B0_manual,U01651,6.3307,6.0802,0.5676,0.2532,184.71,4.373,0.0882
B0_manual,U01665,6.3298,6.0677,0.5556,0.2609,188.73,4.4824,0.0939
B0_manual,U01679,6.2929,6.0382,0.5549,0.2616,189.15,4.4964,0.0935
B0_manual,U01693,6.2582,6.017,0.5608,0.2581,187.36,4.4503,0.09
B0_manual,U01707,6.2738,6.0326,0.5644,0.2557,186.09,4.4147,0.0886
B0_manual,U01721,6.4387,6.1693,0.5726,0.2493,182.48,4.3043,0.0879
B0_manual,U01735,6.3122,6.0452,0.5466,0.2667,191.79,4.5668,0.0978
B0_manual,U01749,6.3202,6.0635,0.559,0.2588,187.64,4.4534,0.0921
B0_manual,U01763,6.3961,6.1233,0.5595,0.2579,187.06,4.432,0.0933
B0_manual,U01777,6.41,6.1438,0.5693,0.2516,183.73,4.3403,0.0889
B0_manual,U01791,5.9821,5.7746,0.5333,0.2776,197.98,4.7596,0.0977
B0_manual,U01805,6.2769,6.0212,0.5502,0.2647,190.78,4.5421,0.0954
B0_manual,U01819,6.032,5.8189,0.5388,0.2737,195.88,4.6987,0.0961
B0_manual,U01833,6.4474,6.1716,0.5679,0.2522,184.0,4.345,0.0903
B0_manual,U01847,6.1451,5.907,0.5386,0.273,195.35,4.6762,0.0984
B0_manual,U01861,6.3271,6.0688,0.5588,0.2589,187.67,4.4538,0.0923
B0_manual,U01875,6.2292,5.9787,0.5448,0.2685,192.85,4.6018,0.0971
B0_manual,U01889,6.1506,5.9227,0.5503,0.2655,191.44,4.5693,0.0929
B0_manual,U01903,6.1727,5.9383,0.5486,0.2665,191.89,4.5798,0.0942
B0_manual,U01917,6.3464,6.0733,0.548,0.2656,191.16,4.5473,0.0979
B0_manual,U01931,6.0267,5.8173,0.5414,0.2721,195.05,4.6767,0.0947
B0_manual,U01945,6.329,6.0658,0.5543,0.2617,189.15,4.494,0.0945
B0_manual,U01959,6.044,5.8326,0.5432,0.2708,194.36,4.6567,0.0942
B0_manual,U01973,6.4103,6.1329,0.5581,0.2587,187.47,4.4421,0.0943
B0_manual,U01987,6.3343,6.082,0.5666,0.2538,185.04,4.3815,0.0887
B0_manual,U02001,6.3429,6.083,0.5608,0.2575,186.93,4.4325,0.0917
B0_manual,U02015,6.0863,5.8607,0.5381,0.2737,195.82,4.693,0.0975
B0_manual,U02029,6.2212,5.9725,0.5448,0.2685,192.87,4.6029,0.0969
B0_manual,U02043,6.5288,6.2401,0.5731,0.2483,181.85,4.2805,0.0895
B0_manual,U02057,6.4849,6.1998,0.5668,0.2526,184.17,4.3468,0.0916
B0_manual,U02071,6.4757,6.1962,0.5705,0.2503,182.98,4.3153,0.0896
B0_manual,U02085,6.52,6.224,0.5636,0.2544,185.03,4.3678,0.0938
B0_manual,U02099,6.2288,5.987,0.5537,0.2628,189.89,4.5213,0.0928
B0_manual,U02113,6.036,5.8242,0.541,0.2723,195.14,4.6783,0.0951
B0_manual,U02127,6.5328,6.2375,0.5672,0.252,183.78,4.3328,0.0923
B0_manual,U02141,6.3164,6.0557,0.554,0.262,189.33,4.4996,0.0944
B0_manual,U02155,6.2838,6.0286,0.5522,0.2633,190.08,4.5224,0.0946
B0_manual,U02169,6.3718,6.1009,0.556,0.2603,188.37,4.4694,0.0945
B0_manual,U02183,6.4938,6.2038,0.5638,0.2544,185.1,4.3716,0.0932
B0_manual,U02197,6.2874,6.044,0.5652,0.2551,185.75,4.4045,0.0885
B0_manual,U02211,6.4556,6.1776,0.5676,0.2524,184.07,4.3465,0.0907
B0_manual,U02225,6.476,6.1884,0.5624,0.2555,185.69,4.3888,0.0935
B0_manual,U02239,6.2794,6.0353,0.5627,0.2567,186.64,4.4291,0.0895
B0_manual,U02253,6.3241,6.0567,0.5489,0.2652,190.98,4.5441,0.097
B0_manual,U02267,6.4793,6.1898,0.5611,0.2563,186.09,4.3997,0.0942
B0_manual,U02281,6.2888,6.0343,0.5542,0.2621,189.41,4.5038,0.0938
B0_manual,U02295,6.2724,6.0272,0.5599,0.2586,187.6,4.4557,0.0907
B0_manual,U02309,6.2761,6.0245,0.5542,0.2621,189.46,4.5061,0.0935
B0_manual,U02323,6.3291,6.0739,0.5625,0.2565,186.43,4.42,0.0906
B0_manual,U02337,6.2727,6.0118,0.5439,0.2687,192.91,4.6002,0.0984
B0_manual,U02351,6.397,6.1234,0.5589,0.2583,187.26,4.4375,0.0936
B0_manual,U02365,6.3107,6.0467,0.5494,0.265,190.88,4.5424,0.0965
B0_manual,U02379,6.4829,6.1948,0.5633,0.2549,185.35,4.3791,0.0932
B0_manual,U02393,6.2953,6.0403,0.555,0.2615,189.08,4.4945,0.0935
B0_manual,U02407,6.2476,6.0065,0.5586,0.2595,188.15,4.4727,0.0909
B0_manual,U02421,6.371,6.1062,0.5621,0.2564,186.33,4.414,0.0916
B0_manual,U02435,6.1684,5.9311,0.5447,0.269,193.21,4.616,0.0959
B0_manual,U02449,6.295,6.0266,0.5413,0.2702,193.66,4.619,0.1
B0_manual,U02463,6.5102,6.2284,0.5759,0.2467,181.02,4.2593,0.0878
B0_manual,U02477,6.1726,5.9367,0.5471,0.2674,192.39,4.5935,0.0949
B0_manual,U02491,6.5967,6.2952,0.5752,0.2465,180.78,4.2464,0.0898
B0_manual,U02505,6.5455,6.2493,0.5691,0.2507,183.07,4.3126,0.0917
B0_manual,U02519,6.504,6.22,0.5722,0.249,182.26,4.2936,0.0894
B0_manual,U02533,6.3891,6.1166,0.5582,0.2588,187.54,4.4456,0.0938
B0_manual,U02547,6.3102,6.0534,0.5566,0.2604,188.49,4.4774,0.093
B0_manual,U02561,6.2799,6.0333,0.5602,0.2583,187.45,4.4513,0.0907
B0_manual,U02575,6.398,6.1259,0.5606,0.2572,186.69,4.4219,0.0928
B0_manual,U02589,6.1705,5.9352,0.5472,0.2674,192.36,4.593,0.0948
B0_manual,U02603,6.1389,5.9124,0.5491,0.2664,191.91,4.5828,0.0933
B0_manual,U02617,6.4156,6.1322,0.553,0.2619,189.11,4.4865,0.0968
B0_manual,U02631,6.2248,5.9778,0.5474,0.2668,192.0,4.5791,0.0958
B0_manual,U02645,6.3777,6.1019,0.5523,0.2626,189.56,4.5014,0.0964
B0_manual,U02659,6.4719,6.1863,0.5634,0.2549,185.36,4.3802,0.093
B0_manual,U02673,6.5829,6.2819,0.5726,0.2483,181.73,4.2734,0.0908
B0_manual,U02687,6.3485,6.0939,0.5675,0.2532,184.68,4.3708,0.0886
B0_manual,U02701,6.3594,6.1055,0.5706,0.2511,183.58,4.3399,0.0873
B0_manual,U02715,6.3104,6.0537,0.5568,0.2603,188.43,4.4755,0.093
B0_manual,U02729,6.2327,6.0004,0.5643,0.2561,186.36,4.4251,0.0879
B0_manual,U02743,6.3654,6.1035,0.5638,0.2554,185.8,4.4,0.0907
B0_manual,U02757,5.9951,5.789,0.5376,0.2747,196.47,4.7176,0.0959
B0_manual,U02771,6.3165,6.046,0.5439,0.2684,192.67,4.5905,0.0992
B0_manual,U02785,6.2977,6.0462,0.5592,0.2588,187.7,4.4568,0.0916
B0_manual,U02799,6.442,6.1551,0.5554,0.2602,188.19,4.4595,0.0962
B0_manual,U02813,6.2182,5.9868,0.5619,0.2577,187.22,4.4495,0.0887
B0_manual,U02827,6.2249,5.9801,0.5497,0.2654,191.23,4.5581,0.0946
B0_manual,U02841,6.1787,5.9437,0.5493,0.266,191.61,4.5718,0.0939
B0_manual,U02855,6.3845,6.1188,0.5641,0.2551,185.59,4.393,0.0909
B0_manual,U02869,6.3071,6.0419,0.5473,0.2663,191.58,4.5617,0.0974
B0_manual,U02883,6.5145,6.2233,0.5673,0.2521,183.84,4.3358,0.0919
B0_manual,U02897,6.3363,6.0841,0.5672,0.2535,184.83,4.3758,0.0885
B0_manual,U02911,6.4961,6.2086,0.5669,0.2525,184.07,4.3434,0.0918
B0_manual,U02925,6.1844,5.9468,0.5479,0.2668,192.04,4.583,0.0947
B0_manual,U02939,6.4557,6.1736,0.5634,0.255,185.46,4.3841,0.0927
B0_manual,U02953,6.3682,6.1095,0.5677,0.2529,184.51,4.3647,0.0889
B0_manual,U02967,6.3347,6.0794,0.5635,0.2558,186.05,4.4092,0.0902
B0_manual,U02981,6.3459,6.0824,0.5578,0.2593,187.9,4.4585,0.0932
B0_manual,U02995,6.2278,5.9904,0.558,0.2601,188.46,4.4826,0.0908
B0_manual,U03009,6.2752,6.0155,0.5458,0.2675,192.27,4.5827,0.0975
B0_manual,U03023,6.4436,6.1661,0.5654,0.2538,184.85,4.3684,0.0914
B0_manual,U03037,6.3472,6.0757,0.5498,0.2644,190.56,4.5308,0.097
B0_manual,U03051,6.3112,6.0651,0.5678,0.2533,184.78,4.3762,0.0877
B0_manual,U03065,6.2713,6.0135,0.5468,0.2669,191.94,4.5741,0.0969
B0_manual,U03079,6.3139,6.0654,0.5659,0.2545,185.39,4.3926,0.0887
B0_manual,U03093,6.2177,5.986,0.5615,0.258,187.37,4.4536,0.0889
B0_manual,U03107,6.3488,6.0949,0.5682,0.2527,184.43,4.364,0.0883
B0_manual,U03121,6.2732,6.035,0.5674,0.2538,185.12,4.3882,0.0872
B0_manual,U03135,6.2699,6.0297,0.5645,0.2557,186.08,4.4148,0.0885
B0_manual,U03149,6.2547,6.01,0.5565,0.2608,188.82,4.4904,0.092
B0_manual,U03163,6.4257,6.1626,0.5761,0.2471,181.39,4.2757,0.086
B0_manual,U03177,6.4262,6.1493,0.5621,0.2561,186.05,4.4024,0.0927
B0_manual,U03191,6.1171,5.893,0.5466,0.2681,192.84,4.6097,0.094
B0_manual,U03205,6.066,5.8461,0.5394,0.2731,195.5,4.6859,0.0964
B0_manual,U03219,6.5281,6.2446,0.5782,0.2451,180.15,4.2344,0.087
B0_manual,U03233,6.4287,6.153,0.5639,0.2549,185.43,4.3854,0.0919
B0_manual,U03247,6.4795,6.209,0.5806,0.2439,179.61,4.2234,0.0849
B0_manual,U03261,6.6232,6.3232,0.5826,0.2416,178.17,4.1734,0.0868
B0_manual,U03275,6.4525,6.1663,0.5585,0.2581,187.09,4.4287,0.0949
B0_manual,U03289,6.3553,6.0958,0.564,0.2554,185.8,4.4008,0.0904
B0_manual,U03303,6.2501,6.0079,0.5581,0.2599,188.33,4.4773,0.0912
B0_manual,U03317,6.1829,5.9556,0.5582,0.2603,188.64,4.4908,0.0898
B0_manual,U03331,6.313,6.0709,0.5722,0.2504,183.29,4.3356,0.0857
B0_manual,U03345,6.3597,6.102,0.5667,0.2536,184.86,4.3748,0.0892
B0_manual,U03359,6.4543,6.1759,0.5668,0.2528,184.32,4.3532,0.091
B0_manual,U03373,6.3965,6.1222,0.558,0.2589,187.56,4.4456,0.0941
B0_manual,U03387,6.3114,6.0623,0.5648,0.2552,185.78,4.4034,0.0892
B0_manual,U03401,6.3145,6.0475,0.5471,0.2664,191.63,4.5625,0.0977
B0_manual,U03415,6.068,5.854,0.546,0.2689,193.31,4.6263,0.0934
B0_manual,U03429,6.457,6.1683,0.557,0.2591,187.58,4.4418,0.0957
B0_manual,U03443,6.3365,6.0827,0.5655,0.2545,185.4,4.3912,0.0893
B0_manual,U03457,6.3206,6.0548,0.5497,0.2647,190.73,4.5375,0.0965
B0_manual,U03471,6.3962,6.1293,0.5655,0.2541,185.07,4.3779,0.0905
B0_manual,U03485,6.2536,6.0111,0.5585,0.2596,188.17,4.4728,0.091
B0_manual,U03499,6.3686,6.1016,0.5593,0.2582,187.28,4.44,0.0929
B0_manual,U03513,6.4617,6.1751,0.5601,0.257,186.5,4.412,0.0943
B0_manual,U03527,6.4646,6.1786,0.5614,0.2562,186.06,4.3998,0.0938
B0_manual,U03541,6.3196,6.0636,0.5596,0.2584,187.45,4.4484,0.0918
B0_manual,U03555,6.4218,6.144,0.5602,0.2573,186.69,4.4202,0.0935
B0_manual,U03569,6.3385,6.0773,0.5584,0.259,187.73,4.4546,0.0927
B0_manual,U03583,6.2273,5.9934,0.5614,0.2579,187.33,4.4517,0.0891
B0_manual,U03597,6.1236,5.9025,0.5513,0.2651,191.26,4.5665,0.0919
B0_manual,U03611,6.4583,6.1734,0.5611,0.2564,186.2,4.404,0.0938
B0_manual,U03625,6.5536,6.2541,0.5676,0.2516,183.53,4.3244,0.0925
B0_manual,U03639,6.311,6.0555,0.5581,0.2594,187.98,4.4635,0.0923
B0_manual,U03653,6.2585,6.0046,0.5479,0.2663,191.66,4.5673,0.0962
B0_manual,U03667,6.4489,6.172,0.5672,0.2526,184.22,4.351,0.0907
B0_manual,U03681,6.2779,6.0311,0.5595,0.2587,187.69,4.4578,0.091
B0_manual,U03695,6.4044,6.14,0.5699,0.2512,183.56,4.3361,0.0885
B0_manual,U03709,6.0813,5.8638,0.5453,0.2692,193.45,4.6291,0.0939
B0_manual,U03723,6.5225,6.227,0.5647,0.2537,184.67,4.3579,0.0933
B0_manual,U03737,6.3512,6.0895,0.5608,0.2574,186.88,4.4304,0.0918
B0_manual,U03751,6.2377,6.0047,0.5646,0.2558,186.21,4.4206,0.0878
B0_manual,U03765,6.2187,5.974,0.5484,0.2662,191.7,4.5714,0.0952
B0_manual,U03779,6.356,6.1041,0.5719,0.2503,183.17,4.329,0.0867
B0_manual,U03793,6.4566,6.174,0.5631,0.2552,185.56,4.3867,0.0928
B0_manual,U03807,6.2212,5.9788,0.5513,0.2644,190.72,4.5444,0.0938
B0_manual,U03821,6.2708,6.0287,0.5628,0.2567,186.64,4.4299,0.0893
B0_manual,U03835,6.5288,6.24,0.573,0.2484,181.88,4.2815,0.0895
B0_manual,U03849,6.3665,6.1004,0.5597,0.258,187.16,4.4369,0.0927
B0_manual,U03863,6.1956,5.9612,0.5537,0.263,190.05,4.5282,0.0922
B0_manual,U03877,6.1731,5.9386,0.5486,0.2665,191.89,4.5799,0.0942
B0_manual,U03891,6.178,5.9435,0.5497,0.2657,191.5,4.5689,0.0938
B0_manual,U03905,6.0996,5.8766,0.5439,0.27,193.84,4.6384,0.095
B0_manual,U03919,6.4308,6.1449,0.5539,0.2612,188.74,4.4752,0.0967
B0_manual,U03933,6.3287,6.0684,0.5572,0.2599,188.2,4.468,0.0931
B0_manual,U03947,6.2165,5.975,0.5512,0.2645,190.79,4.5467,0.0938
B0_manual,U03961,6.4953,6.2122,0.5713,0.2497,182.63,4.3042,0.0897
B0_manual,U03975,6.5136,6.219,0.5636,0.2545,185.09,4.3698,0.0937
B0_manual,U03989,6.2668,6.0137,0.5506,0.2645,190.72,4.5412,0.0951
B0_manual,U04003,6.4938,6.2067,0.5668,0.2525,184.11,4.3447,0.0918
B0_manual,U04017,6.4324,6.1527,0.5606,0.2569,186.5,4.4141,0.0935
B0_manual,U04031,6.3158,6.0492,0.5479,0.2659,191.36,4.5549,0.0973
B0_manual,U04045,6.1205,5.8969,0.5479,0.2673,192.39,4.5974,0.0935
B0_manual,U04059,6.0694,5.8452,0.5358,0.2753,196.66,4.7174,0.0982
B0_manual,U04073,6.2196,5.9801,0.5539,0.2627,189.85,4.5211,0.0925
B0_manual,U04087,6.0882,5.8577,0.5335,0.2766,197.34,4.7343,0.0997
B0_manual,U04101,6.1261,5.9027,0.5494,0.2663,191.85,4.5824,0.0929
B0_manual,U04115,6.5706,6.2722,0.5725,0.2484,181.8,4.2762,0.0905
B0_manual,U04129,6.4888,6.1993,0.5632,0.2549,185.34,4.3784,0.0934
B0_manual,U04143,6.3582,6.0975,0.5633,0.2557,185.99,4.4058,0.0908
B0_manual,U04157,6.4185,6.1371,0.5558,0.2601,188.17,4.4607,0.0955
B0_manual,U04171,6.3528,6.0755,0.5451,0.2673,192.06,4.5714,0.0993
B0_manual,U04185,6.0548,5.8405,0.5426,0.2711,194.49,4.6594,0.0947
B0_manual,U04199,6.2907,6.0227,0.5407,0.2706,193.86,4.6248,0.1002
B0_manual,U04213,6.1216,5.8996,0.5498,0.266,191.74,4.5797,0.0926
B0_manual,U04227,6.267,6.0224,0.5594,0.2589,187.79,4.4615,0.0909
B0_manual,U04241,6.2633,6.0079,0.5474,0.2665,191.78,4.5703,0.0965
B0_manual,U04255,6.5035,6.212,0.5645,0.2539,184.82,4.3633,0.093
B0_manual,U04269,6.3644,6.1087,0.5698,0.2516,183.8,4.3458,0.0878
B0_manual,U04283,6.5007,6.2114,0.5661,0.2529,184.31,4.3496,0.0922
B0_manual,U04297,6.0619,5.8459,0.5425,0.2711,194.49,4.6588,0.0949
B0_manual,U04311,6.3367,6.0698,0.5521,0.263,189.84,4.512,0.0957
B0_manual,U04325,6.3003,6.0443,0.5552,0.2614,189.02,4.4924,0.0935
B0_manual,U04339,6.3294,6.0587,0.5467,0.2665,191.67,4.5624,0.0981
B0_manual,U04353,6.3629,6.0905,0.5525,0.2626,189.57,4.5028,0.096
B0_manual,U04367,6.0585,5.8422,0.5415,0.2718,194.85,4.6689,0.0953
B0_manual,U04381,6.1773,5.9478,0.5546,0.2626,189.85,4.5241,0.0914
B0_manual,U04395,6.4282,6.151,0.5622,0.256,186.01,4.4012,0.0927
B0_manual,U04409,6.2959,6.0447,0.5592,0.2589,187.72,4.4573,0.0915
B0_manual,U04423,6.17,5.934,0.5464,0.2679,192.63,4.6003,0.0952
B0_manual,U04437,6.3737,6.1102,0.5641,0.2552,185.67,4.396,0.0907
B0_manual,U04451,6.2241,5.9836,0.5539,0.2627,189.85,4.5207,0.0926
B0_manual,U04465,6.1257,5.9015,0.5485,0.2669,192.18,4.5912,0.0933
B0_manual,U04479,6.3086,6.0429,0.5471,0.2664,191.66,4.5635,0.0975
B0_manual,U04493,6.6043,6.3012,0.5753,0.2463,180.69,4.2436,0.0899
B0_manual,U04507,6.4231,6.1535,0.5689,0.2517,183.8,4.3413,0.0894
B0_manual,U04521,6.4799,6.2037,0.5748,0.2476,181.53,4.2755,0.0877
B0_manual,U04535,6.0999,5.8796,0.5466,0.2682,192.92,4.6133,0.0937
B0_manual,U04549,6.3193,6.0775,0.574,0.2493,182.68,4.3185,0.085
B0_manual,U04563,6.0288,5.7969,0.5188,0.2864,202.53,4.8799,0.1055
B0_manual,U04577,6.0555,5.836,0.5375,0.2743,196.19,4.7054,0.0971
B0_manual,U04591,6.307,6.0569,0.5628,0.2565,186.46,4.4224,0.09
B0_manual,U04605,6.5324,6.236,0.566,0.2528,184.19,4.344,0.0929
B0_manual,U04619,6.4639,6.1917,0.5753,0.2474,181.45,4.2744,0.0871
B0_manual,U04633,6.4107,6.1458,0.5709,0.2506,183.21,4.3262,0.0882
B0_manual,U04647,6.5115,6.2363,0.583,0.2422,178.65,4.1947,0.0844
B0_manual,U04661,6.5709,6.278,0.5782,0.2447,179.91,4.2247,0.0878
